DOI,Abstract,Label,Cleaned_Abstract
10.1109/isc2.2017.8090834,"Stock market prediction has attracted a lot of attention from both business and academia. In this paper, we implement a model based on Recurrent Neural Networks (RNN) with Gated Recurrent Units (GRU) to predict the stock volatility in the Chinese stock market. We also propose many price related features which are used as inputs for our model. Apart from that, we carefully select official accounts from Chinese largest online social networks - Sina Weibo and extract the content posted by these accounts to analyze the public moods. An influence feature is derived based on the public moods to further improve the prediction model. The experimental results show that our model outperforms the baseline method and can achieve a good prediction performance.",0,stock market prediction has attracted a lot of attention from both business and academia in this paper we implement a model based on recurrent neural networks rnn with gated recurrent units gru to predict the stock volatility in the chinese stock market we also propose many price related features which are used as inputs for our model apart from that we carefully select official accounts from chinese largest online social networks sina weibo and extract the content posted by these accounts to analyze the public moods an influence feature is derived based on the public moods to further improve the prediction model the experimental results show that our model outperforms the baseline method and can achieve a good prediction performance
10.1109/wi-iat.2014.91,"When the stock market has become more and more competitive, the stock market prediction has been a hot research topic. Traditional methods are based on historical stock data, which ignore the latest market information. Later although financial news is proposed to access market information, there are some disadvantages for news to predict the stock market. Recently when the micro-blogging service has grown to a popular social media and provides a number of real-time messages for a lot of users, social media is proposed for the stock market prediction. In that case, the high-dimension of textual feature poses a main challenge. In this study, we propose a novel kind of model, Factorization Machine (FM), to predict the trend of stock market. FM not only alleviates the impact of high dimensionality, but also captures some aspects of basic linguistics. Experiments on real-world data show that FM can achieve 81% accuracy and get significantly more profit than state-of-the-art models. In addition, we shed light on how textual representation influences the prediction and find that FM is stable, which is applicable to other social media or prediction application generally.",0,when the stock market has become more and more competitive the stock market prediction has been a hot research topic traditional methods are based on historical stock data which ignore the latest market information later although financial news is proposed to access market information there are some disadvantages for news to predict the stock market recently when the microblogging service has grown to a popular social media and provides a number of realtime messages for a lot of users social media is proposed for the stock market prediction in that case the highdimension of textual feature poses a main challenge in this study we propose a novel kind of model factorization machine fm to predict the trend of stock market fm not only alleviates the impact of high dimensionality but also captures some aspects of basic linguistics experiments on realworld data show that fm can achieve accuracy and get significantly more profit than stateoftheart models in addition we shed light on how textual representation influences the prediction and find that fm is stable which is applicable to other social media or prediction application generally
10.48550/arxiv.1909.10660,"Recently, there has been a surge of interest in the use of machine learning\nto help aid in the accurate predictions of financial markets. Despite the\nexciting advances in this cross-section of finance and AI, many of the current\napproaches are limited to using technical analysis to capture historical trends\nof each stock price and thus limited to certain experimental setups to obtain\ngood prediction results. On the other hand, professional investors additionally\nuse their rich knowledge of inter-market and inter-company relations to map the\nconnectivity of companies and events, and use this map to make better market\npredictions. For instance, they would predict the movement of a certain\ncompany's stock price based not only on its former stock price trends but also\non the performance of its suppliers or customers, the overall industry,\nmacroeconomic factors and trade policies. This paper investigates the\neffectiveness of work at the intersection of market predictions and graph\nneural networks, which hold the potential to mimic the ways in which investors\nmake decisions by incorporating company knowledge graphs directly into the\npredictive model. The main goal of this work is to test the validity of this\napproach across different markets and longer time horizons for backtesting\nusing rolling window analysis. In this work, we concentrate on the prediction\nof individual stock prices in the Japanese Nikkei 225 market over a period of\nroughly 20 years. For the knowledge graph, we use the Nikkei Value Search data,\nwhich is a rich dataset showing mainly supplier relations among Japanese and\nforeign companies. Our preliminary results show a 29.5% increase and a 2.2-fold\nincrease in the return ratio and Sharpe ratio, respectively, when compared to\nthe market benchmark, as well as a 6.32% increase and 1.3-fold increase,\nrespectively, compared to the baseline LSTM model.\n",0,recently there has been a surge of interest in the use of machine learningnto help aid in the accurate predictions of financial markets despite thenexciting advances in this crosssection of finance and ai many of the currentnapproaches are limited to using technical analysis to capture historical trendsnof each stock price and thus limited to certain experimental setups to obtainngood prediction results on the other hand professional investors additionallynuse their rich knowledge of intermarket and intercompany relations to map thenconnectivity of companies and events and use this map to make better marketnpredictions for instance they would predict the movement of a certainncompanys stock price based not only on its former stock price trends but alsonon the performance of its suppliers or customers the overall industrynmacroeconomic factors and trade policies this paper investigates theneffectiveness of work at the intersection of market predictions and graphnneural networks which hold the potential to mimic the ways in which investorsnmake decisions by incorporating company knowledge graphs directly into thenpredictive model the main goal of this work is to test the validity of thisnapproach across different markets and longer time horizons for backtestingnusing rolling window analysis in this work we concentrate on the predictionnof individual stock prices in the japanese nikkei market over a period ofnroughly years for the knowledge graph we use the nikkei value search datanwhich is a rich dataset showing mainly supplier relations among japanese andnforeign companies our preliminary results show a increase and a foldnincrease in the return ratio and sharpe ratio respectively when compared tonthe market benchmark as well as a increase and fold increasenrespectively compared to the baseline lstm modeln
10.1016/j.eswax.2019.100016,"Forecasting future trends of the stock market using the historical data is the exigent demand in the field of academia as well as business. This work has explored the feature optimization capacity of firefly with an evolutionary framework considering the biochemical and social aspects of Firefly algorithm, along with the selection procedure of objective value in evolutionary notion. The performance of the proposed model is evaluated using four different stock market datasets, such as BSE Sensex, NSE Sensex, S&P 500 index and FTSE index. The datasets are regenerated using the proper mathematical formulation of the fundamental part belonging to technical analysis, such as technical indicators and statistical measures. The feature reduction through transformation is carried out on the enhanced dataset before employing the experimented dataset to the prediction models such as Extreme Learning Machine (ELM), Online Sequential Extreme Learning Machine (OSELM) and Recurrent Back Propagation Neural Network (RBPNN). For feature reduction, both statistical and optimized based feature reduction strategies are considered, where Principal Component Analysis (PCA) and Factor Analysis (FA) are examined for statistical based feature reduction and Firefly Optimization (FO), Genetic Algorithm (GA) and Firefly algorithm with evolutionary framework are well thought out for optimized feature reduction techniques. An empirical comparison is established among the experimented prediction models considering all the feature reduction techniques for the time horizon of 1 day, 3 days, 5 days, 7 days, 5 days and 30 days in advance, applying on all the datasets used in this study. From the simulation result, it can be clearly figured out that firefly with evolutionary framework optimized feature reduction applying to OSELM prediction model outperformed over the rest experimented models.",0,forecasting future trends of the stock market using the historical data is the exigent demand in the field of academia as well as business this work has explored the feature optimization capacity of firefly with an evolutionary framework considering the biochemical and social aspects of firefly algorithm along with the selection procedure of objective value in evolutionary notion the performance of the proposed model is evaluated using four different stock market datasets such as bse sensex nse sensex sp index and ftse index the datasets are regenerated using the proper mathematical formulation of the fundamental part belonging to technical analysis such as technical indicators and statistical measures the feature reduction through transformation is carried out on the enhanced dataset before employing the experimented dataset to the prediction models such as extreme learning machine elm online sequential extreme learning machine oselm and recurrent back propagation neural network rbpnn for feature reduction both statistical and optimized based feature reduction strategies are considered where principal component analysis pca and factor analysis fa are examined for statistical based feature reduction and firefly optimization fo genetic algorithm ga and firefly algorithm with evolutionary framework are well thought out for optimized feature reduction techniques an empirical comparison is established among the experimented prediction models considering all the feature reduction techniques for the time horizon of day days days days days and days in advance applying on all the datasets used in this study from the simulation result it can be clearly figured out that firefly with evolutionary framework optimized feature reduction applying to oselm prediction model outperformed over the rest experimented models
10.1109/his.2009.248,"Aiming at the complexity of interior and variety of exterior structure of stock price system, this paper analyzes principles of stock prediction based on BP neural network, provides prediction model for stock market by utilizing three-layered feed forward neural networks, presents topology of network, principles of determining the number of hidden layers, selection and pretreatment of sample data and determination of preliminary parameters. In order to avoid local extremum and promote convergence speed, Levenberg-Marquardt BP algorithm has been adopted. Simulation experiment based on representative index from Shanghai stock exchange market, through training on selecting samples and prediction model, indicates that this algorithm can make efficient short-term prediction.",0,aiming at the complexity of interior and variety of exterior structure of stock price system this paper analyzes principles of stock prediction based on bp neural network provides prediction model for stock market by utilizing threelayered feed forward neural networks presents topology of network principles of determining the number of hidden layers selection and pretreatment of sample data and determination of preliminary parameters in order to avoid local extremum and promote convergence speed levenbergmarquardt bp algorithm has been adopted simulation experiment based on representative index from shanghai stock exchange market through training on selecting samples and prediction model indicates that this algorithm can make efficient shortterm prediction
10.5120/17399-7959,"This paper presents computational approach for stock market prediction. Artificial Neural Network (ANN) forms a useful tool in predicting price movement of a particular stock. In the short term, the pricing relationship between the elements of a sector holds firmly. An ANN can learn this pricing relationship to high degree of accuracy and be deployed to generate profits with sufficiently large amounts of data, preferably in times of low volatility and over a short time period. Experimental results are presented to demonstrate the performance of the proposed system. The paper also aims to suggest about training algorithms and training parameters that must be chosen in order to fit time series kind of complicated data to a neural network model. The proposed model succeeded in prediction of the trends of stock market with 100% prediction accuracy.",0,this paper presents computational approach for stock market prediction artificial neural network ann forms a useful tool in predicting price movement of a particular stock in the short term the pricing relationship between the elements of a sector holds firmly an ann can learn this pricing relationship to high degree of accuracy and be deployed to generate profits with sufficiently large amounts of data preferably in times of low volatility and over a short time period experimental results are presented to demonstrate the performance of the proposed system the paper also aims to suggest about training algorithms and training parameters that must be chosen in order to fit time series kind of complicated data to a neural network model the proposed model succeeded in prediction of the trends of stock market with prediction accuracy
10.1109/access.2024.3399548,"In an era dominated by digital communication, the vast amounts of data generated from social media and financial markets present unique opportunities and challenges for forecasting stock market prices. This paper proposes an innovative approach that harnesses the power of social media sentiment analysis combined with stock market data to predict stock prices, directly addressing the critical challenges in this domain. A major challenge in sentiment analysis is the uneven distribution of data across different sentiment categories. Traditional models struggle to accurately identify fewer common sentiments (minority class) due to the overwhelming presence of more common sentiments (majority class). To tackle this, we introduce the Off-policy Proximal Policy Optimization (PPO) algorithm, specifically designed to handle class imbalance by adjusting the reward mechanism in the training phase, thus favoring the correct classification of minority class instances. Another challenge is effectively integrating the temporal dynamics of stock prices with sentiment analysis results. Our solution is implementing a Transductive Long Short-Term Memory (TLSTM) model that incorporates sentiment analysis findings with historical stock data. This model excels at recognizing temporal patterns and gives precedence to data points that are temporally closer to the prediction point, enhancing the prediction accuracy. Ablation studies confirm the effectiveness of the Off-policy PPO and TLSTM components on the overall model performance. The proposed approach advances the field of financial analytics by providing a more nuanced understanding of market dynamics but also offers actionable insights for investors and policymakers seeking to navigate the complexities of the stock market with greater precision and confidence.",0,in an era dominated by digital communication the vast amounts of data generated from social media and financial markets present unique opportunities and challenges for forecasting stock market prices this paper proposes an innovative approach that harnesses the power of social media sentiment analysis combined with stock market data to predict stock prices directly addressing the critical challenges in this domain a major challenge in sentiment analysis is the uneven distribution of data across different sentiment categories traditional models struggle to accurately identify fewer common sentiments minority class due to the overwhelming presence of more common sentiments majority class to tackle this we introduce the offpolicy proximal policy optimization ppo algorithm specifically designed to handle class imbalance by adjusting the reward mechanism in the training phase thus favoring the correct classification of minority class instances another challenge is effectively integrating the temporal dynamics of stock prices with sentiment analysis results our solution is implementing a transductive long shortterm memory tlstm model that incorporates sentiment analysis findings with historical stock data this model excels at recognizing temporal patterns and gives precedence to data points that are temporally closer to the prediction point enhancing the prediction accuracy ablation studies confirm the effectiveness of the offpolicy ppo and tlstm components on the overall model performance the proposed approach advances the field of financial analytics by providing a more nuanced understanding of market dynamics but also offers actionable insights for investors and policymakers seeking to navigate the complexities of the stock market with greater precision and confidence
10.1109/icscet.2018.8537242,"Machine learning and artificial intelligence techniques are being used in conjunction with data mining to solve a plethora of real world problems. These techniques have proven to be highly effective, yielding maximum accuracy with minimal monetary investment and also saving huge amounts of time. To add to their annual income, nowadays, people have started looking at stock investments as a lucrative option. With expert guidance and intelligent planning, we can almost double our annual revenue through stock returns. That said, stock investment still remains a risky proposition for the uninitiated. Exorbitant wages of the investment experts coupled with a general ignorance pertaining to the financial matters among the public, deters many from trading in stocks. The fear of losses also acts as a deterrent to many. These facts propelled us to harness the power of machine learning to predict the movement of stocks. Using sentiment analysis on the tweets collected using the Twitter API and also the closing values of various stocks, we seek to build a system that forecasts the stock price movement of various companies. Such a prediction would greatly help a potential stock investor in taking informed decisions which would directly contribute to his profits.",0,machine learning and artificial intelligence techniques are being used in conjunction with data mining to solve a plethora of real world problems these techniques have proven to be highly effective yielding maximum accuracy with minimal monetary investment and also saving huge amounts of time to add to their annual income nowadays people have started looking at stock investments as a lucrative option with expert guidance and intelligent planning we can almost double our annual revenue through stock returns that said stock investment still remains a risky proposition for the uninitiated exorbitant wages of the investment experts coupled with a general ignorance pertaining to the financial matters among the public deters many from trading in stocks the fear of losses also acts as a deterrent to many these facts propelled us to harness the power of machine learning to predict the movement of stocks using sentiment analysis on the tweets collected using the twitter api and also the closing values of various stocks we seek to build a system that forecasts the stock price movement of various companies such a prediction would greatly help a potential stock investor in taking informed decisions which would directly contribute to his profits
10.18034/ajtp.v4i3.521,"Different machine learning algorithms are discussed in this literature review. These algorithms can be used for predicting the stock market. The prediction of the stock market is one of the challenging tasks that must have to be handled. In this paper, it is discussed how the machine learning algorithms can be used for predicting the stock value. Different attributes are identified that can be used for training the algorithm for this purpose. Some of the other factors are also discussed that can have an effect on the stock value.",0,different machine learning algorithms are discussed in this literature review these algorithms can be used for predicting the stock market the prediction of the stock market is one of the challenging tasks that must have to be handled in this paper it is discussed how the machine learning algorithms can be used for predicting the stock value different attributes are identified that can be used for training the algorithm for this purpose some of the other factors are also discussed that can have an effect on the stock value
10.4018/ijssci.313593,"Prediction of stock prices is a challenging task owing to its volatile and constantly fluctuating nature. Stock price prediction has sparked the interest of various investors, data analysists, and researchers because of high returns on their investments. A sustainable framework for stock price prediction is proposed to quantify the factors affecting the stock price and impact of technology on the ever-changing business world. The proposed framework also helps to understand how technology can be used to predict the future price of stocks by using some historical dataset to produce desirable results using machine learning algorithms. The aim of this research paper is to learn about stock price prediction by using different machine learning algorithms and comparing their performance. The results reveal that Fb-prophet should be preferred for more precise prediction among different ML algorithms.",0,prediction of stock prices is a challenging task owing to its volatile and constantly fluctuating nature stock price prediction has sparked the interest of various investors data analysists and researchers because of high returns on their investments a sustainable framework for stock price prediction is proposed to quantify the factors affecting the stock price and impact of technology on the everchanging business world the proposed framework also helps to understand how technology can be used to predict the future price of stocks by using some historical dataset to produce desirable results using machine learning algorithms the aim of this research paper is to learn about stock price prediction by using different machine learning algorithms and comparing their performance the results reveal that fbprophet should be preferred for more precise prediction among different ml algorithms
10.1016/j.ssaho.2024.100864,"There are many systematic reviews on predicting stock. However, each reveals a different portion of the hybrid AI analysis and stock prediction puzzle. The principal objective of this research was to systematically review the existing systematic reviews on Artificial Intelligence (AI) models applied to stock market prediction to provide valuable inputs for the development of strategies in stock market investments. Keywords that would fall under the broad headings of AI and stock prediction were looked up in Scopus and Web of Science databases. We screened 69 titles and read 43 systematic reviews, including more than 379 studies, before retaining 10 for the final dataset. This work revealed that support vector machines (SVM), long short-term memory (LSTM), and artificial neural networks (ANN) are the most popular AI methods for stock market prediction. In addition, the time series of historical closing stock prices are the most commonly used data source, and accuracy is the most employed performance metric of the predictive models. We also identified several research gaps and directions for future studies. Specifically, we indicate that future research could benefit from exploring different data sources and combinations, while we also suggest comparing different AI methods and techniques, as each may have specific advantages and applicable scenarios. Lastly, we recommend better evaluating different prediction indicators and standards to reflect prediction models’ actual value and impact.",0,there are many systematic reviews on predicting stock however each reveals a different portion of the hybrid ai analysis and stock prediction puzzle the principal objective of this research was to systematically review the existing systematic reviews on artificial intelligence ai models applied to stock market prediction to provide valuable inputs for the development of strategies in stock market investments keywords that would fall under the broad headings of ai and stock prediction were looked up in scopus and web of science databases we screened titles and read systematic reviews including more than studies before retaining for the final dataset this work revealed that support vector machines svm long shortterm memory lstm and artificial neural networks ann are the most popular ai methods for stock market prediction in addition the time series of historical closing stock prices are the most commonly used data source and accuracy is the most employed performance metric of the predictive models we also identified several research gaps and directions for future studies specifically we indicate that future research could benefit from exploring different data sources and combinations while we also suggest comparing different ai methods and techniques as each may have specific advantages and applicable scenarios lastly we recommend better evaluating different prediction indicators and standards to reflect prediction models’ actual value and impact
10.1109/icccnt.2012.6396089,The use of Neural networks has found a variegated field of applications in the present world. This has led to the development of various models for financial markets and investment. This paper represents the idea how to predict share market price using Artificial Neural Network with a given input parameters of share market. Artificial Neural Network can remember data of any number of years and it can predict the feature based on the past data. This paper makes use feed forward architecture for prediction. The network was trained using one year data. It shows a good performance for market prediction. The network selected though was not able to predict exact value but it succeeded in prediction the trends of stock market.,0,the use of neural networks has found a variegated field of applications in the present world this has led to the development of various models for financial markets and investment this paper represents the idea how to predict share market price using artificial neural network with a given input parameters of share market artificial neural network can remember data of any number of years and it can predict the feature based on the past data this paper makes use feed forward architecture for prediction the network was trained using one year data it shows a good performance for market prediction the network selected though was not able to predict exact value but it succeeded in prediction the trends of stock market
10.1038/s41598-025-88883-8,"Stock market prediction has long attracted the attention of academia and industry due to its potential for substantial financial returns. Despite the availability of various forecasting methods, such as CNN, LSTM, BiLSTM, GRU, and Transformer, the hyperparameter optimization of these models often faces limitations, particularly in single-objective optimization, where they can easily fall into local optima. To address this issue, this paper proposes an innovative multi-objective optimization algorithm—the Multi-Objective Escape Bird Algorithm (MOEBS)—and introduces the MOEBS-Transformer architecture to enhance the efficiency and effectiveness of hyper-parameter optimization for Transformer models. This study first validates the performance of MOEBS through a series of multi-objective benchmark tests on standard problem sets such as ZDT, DTLZ, and WFG, comparing it with other multi-objective optimization algorithms (e.g., MOMVO, MSSA, and MOEAD) using evaluation metrics such as GD, Spacing, IGD, and HV for comprehensive analysis. In the context of stock price prediction, we select the closing price datasets of Amazon, Google, and Uniqlo, using MOEBS to optimize the core hyper parameters of the Transformer while considering multiple objectives, including training set RMSE, testing set RMSE, and testing set error variance. In the experiments, this paper first compares CNN, LSTM, BiLSTM, GRU, and traditional Transformer models to establish the Transformer as the optimal model for stock market prediction. Subsequently, the study compares the MOEBS-Transformer with Transformer models optimized using various hyperparameter optimization methods, including MOMVO-Transformer, MSSA-Transformer, and MOEAD-Transformer. Additionally, it evaluates Transformer models optimized through conventional methods: Random Search (RS-Transformer), Grid Search (GS-Transformer), and Bayesian Optimization (BO-Transformer). By assessing the performance of these models using R2, RMSE, and RPD metrics on both training and testing sets, the results demonstrate that the Transformer model optimized by MOEBS significantly outperforms the other methods in terms of prediction accuracy and prediction stability. This research offers a new solution for complex optimization scenarios and lays a foundation for advancements in stock market prediction technologies.",0,stock market prediction has long attracted the attention of academia and industry due to its potential for substantial financial returns despite the availability of various forecasting methods such as cnn lstm bilstm gru and transformer the hyperparameter optimization of these models often faces limitations particularly in singleobjective optimization where they can easily fall into local optima to address this issue this paper proposes an innovative multiobjective optimization algorithm—the multiobjective escape bird algorithm moebs—and introduces the moebstransformer architecture to enhance the efficiency and effectiveness of hyperparameter optimization for transformer models this study first validates the performance of moebs through a series of multiobjective benchmark tests on standard problem sets such as zdt dtlz and wfg comparing it with other multiobjective optimization algorithms eg momvo mssa and moead using evaluation metrics such as gd spacing igd and hv for comprehensive analysis in the context of stock price prediction we select the closing price datasets of amazon google and uniqlo using moebs to optimize the core hyper parameters of the transformer while considering multiple objectives including training set rmse testing set rmse and testing set error variance in the experiments this paper first compares cnn lstm bilstm gru and traditional transformer models to establish the transformer as the optimal model for stock market prediction subsequently the study compares the moebstransformer with transformer models optimized using various hyperparameter optimization methods including momvotransformer mssatransformer and moeadtransformer additionally it evaluates transformer models optimized through conventional methods random search rstransformer grid search gstransformer and bayesian optimization botransformer by assessing the performance of these models using r rmse and rpd metrics on both training and testing sets the results demonstrate that the transformer model optimized by moebs significantly outperforms the other methods in terms of prediction accuracy and prediction stability this research offers a new solution for complex optimization scenarios and lays a foundation for advancements in stock market prediction technologies
10.1038/s41598-024-61106-2,"As sustainability emerges as a crucial factor in the development of modern enterprises, integrating environmental, social, and governance (ESG) information into financial assessments has become essential. ESG indicators serve as important metrics in evaluating a company's sustainable practices and governance effectiveness, influencing investor trust and future growth potential, ultimately affecting stock prices. This study proposes an innovative approach that combines ESG sentiment index extracted from news with technical indicators to predict the S&P 500 index. By utilizing a deep learning model and exploring optimal window sizes, the study explores the best model through mean absolute percentage error (MAPE) as an evaluation metric. Additionally, an ablation test clarifies the influence of ESG and its causality with the S&P 500 index. The experimental results demonstrate improved predictive accuracy when considering ESG sentiment compared to relying solely on technical indicators or historical data. This comprehensive methodology enhances the advantage of stock price prediction by integrating technical indicators, which consider short-term fluctuations, with ESG information, providing long-term effects. Furthermore, it offers valuable insights for investors and financial market experts, validating the necessity to consider ESG for financial assets and introducing a new perspective to develop investment strategies and decision-making processes.",0,as sustainability emerges as a crucial factor in the development of modern enterprises integrating environmental social and governance esg information into financial assessments has become essential esg indicators serve as important metrics in evaluating a companys sustainable practices and governance effectiveness influencing investor trust and future growth potential ultimately affecting stock prices this study proposes an innovative approach that combines esg sentiment index extracted from news with technical indicators to predict the sp index by utilizing a deep learning model and exploring optimal window sizes the study explores the best model through mean absolute percentage error mape as an evaluation metric additionally an ablation test clarifies the influence of esg and its causality with the sp index the experimental results demonstrate improved predictive accuracy when considering esg sentiment compared to relying solely on technical indicators or historical data this comprehensive methodology enhances the advantage of stock price prediction by integrating technical indicators which consider shortterm fluctuations with esg information providing longterm effects furthermore it offers valuable insights for investors and financial market experts validating the necessity to consider esg for financial assets and introducing a new perspective to develop investment strategies and decisionmaking processes
10.1016/j.heliyon.2024.e24123,"In this study, it is aimed to compare the performances of the algorithms by predicting the movement directions of stock market indexes in developed countries by employing machine learning algorithms (MLMs) and determining the best estimation algorithm. For this purpose, the movement directions of indexes such as the NYSE 100 (the USA), NIKKEI 225 (Japan), FTSE 100 (the UK), CAC 40 (France), DAX 30 (Germany), FTSE MIB (Italy), and TSX (Canada) were estimated by employing the decision tree, random forest k-nearest neighbor, naive Bayes, logistic regression, support vector machines and artificial neural network algorithms. According to the results obtained, artificial neural networks were found to be the best algorithm for NYSE 100, FTSE 100, DAX 30 and FTSE MIB indices, while logistic regression was determined to be the best algorithm for the NIKKEI 225, CAC 40, and TSX indices. The artificial neural networks, which exhibited the highest average prediction performance, have been determined as the best prediction algorithm for the stock market indices of developed countries. It was also noted that artificial neural networks, logistic regression, and support vector machines algorithms were capable of predicting the directional movements of all indices with an accuracy rate of over 70 %.",0,in this study it is aimed to compare the performances of the algorithms by predicting the movement directions of stock market indexes in developed countries by employing machine learning algorithms mlms and determining the best estimation algorithm for this purpose the movement directions of indexes such as the nyse the usa nikkei japan ftse the uk cac france dax germany ftse mib italy and tsx canada were estimated by employing the decision tree random forest knearest neighbor naive bayes logistic regression support vector machines and artificial neural network algorithms according to the results obtained artificial neural networks were found to be the best algorithm for nyse ftse dax and ftse mib indices while logistic regression was determined to be the best algorithm for the nikkei cac and tsx indices the artificial neural networks which exhibited the highest average prediction performance have been determined as the best prediction algorithm for the stock market indices of developed countries it was also noted that artificial neural networks logistic regression and support vector machines algorithms were capable of predicting the directional movements of all indices with an accuracy rate of over
10.25103/jestr.134.11,"The stock market is a highly volatile industry with ever changing bull (rise) and bear (fall) trends. This paper proposes a new hybrid model using Long Short-Term Memory (LSTM), a Recurrent Neural Network (RNN) technique and Auto Regressive Integrated Moving Average (ARIMA), a time series forecasting technique to capture the live stock market data of S&P 500 using preexisting Application Programming Interface (API). Rise and fall in stock values in the previous years is analyzed. A novel LSTM-ARIMA hybrid is designed for capturing the linear and non-linear portions of the time series. The Prophet forecasting library by Facebook has also been used that requires less preprocessing. Finally, both the approaches are compared and the one with better performance is accepted for the final stock market prediction system. In this case, Prophet has a high Root Mean Square Error (RMSE) of 27.59 and Mean Square Error (MSE) of 761.33 whereas the ARIMA-LSTM hybrid gives an MSE of 3.03 and RMSE of 1.74 along with a 99% fit of the model. Hence the hybrid performs much better than Prophet and is accepted as the final algorithm for implementation.",0,the stock market is a highly volatile industry with ever changing bull rise and bear fall trends this paper proposes a new hybrid model using long shortterm memory lstm a recurrent neural network rnn technique and auto regressive integrated moving average arima a time series forecasting technique to capture the live stock market data of sp using preexisting application programming interface api rise and fall in stock values in the previous years is analyzed a novel lstmarima hybrid is designed for capturing the linear and nonlinear portions of the time series the prophet forecasting library by facebook has also been used that requires less preprocessing finally both the approaches are compared and the one with better performance is accepted for the final stock market prediction system in this case prophet has a high root mean square error rmse of and mean square error mse of whereas the arimalstm hybrid gives an mse of and rmse of along with a fit of the model hence the hybrid performs much better than prophet and is accepted as the final algorithm for implementation
10.1093/rfs/7.1.179,"To what extent are the empirical regularities implied by market microstructure theories useful in predicting the short-run behavior of stock returns A two-equation econometric model of quote revisions and transaction returns is developed and used to identify the relative importance of different microstructure theories and to make predictions. Microstructure variables and lagged stock index futures returns have in-sample and out-of-sample predictive power based on data observed at five-minute intervals. The most striking microstructure implication of the model, confirmed by the empirical results, specifies that the expected quote return is positively related to the deviation between the transaction price and the quote midpoint while the expected transaction return is negatively related to the same variable. Article published by Oxford University Press on behalf of the Society for Financial Studies in its journal, The Review of Financial Studies.",0,to what extent are the empirical regularities implied by market microstructure theories useful in predicting the shortrun behavior of stock returns a twoequation econometric model of quote revisions and transaction returns is developed and used to identify the relative importance of different microstructure theories and to make predictions microstructure variables and lagged stock index futures returns have insample and outofsample predictive power based on data observed at fiveminute intervals the most striking microstructure implication of the model confirmed by the empirical results specifies that the expected quote return is positively related to the deviation between the transaction price and the quote midpoint while the expected transaction return is negatively related to the same variable article published by oxford university press on behalf of the society for financial studies in its journal the review of financial studies
10.1016/j.procs.2020.03.257,"Long Short Term Memory (LSTM) is among the most popular deep learning models used today. It is also being applied to time series prediction which is a particularly hard problem to solve due to the presence of long term trend, seasonal and cyclical fluctuations and random noise. The performance of LSTM is highly dependent on choice of several hyper-parameters which need to be chosen very carefully, in order to get good results. Being a relatively new model, there are no established guidelines for configuring LSTM. In this paper this research gap was addressed. A dataset was created from the Indian stock market and an LSTM model was developed for it. It was then optimized by comparing stateless and stateful models and by tuning for the number of hidden layers.",0,long short term memory lstm is among the most popular deep learning models used today it is also being applied to time series prediction which is a particularly hard problem to solve due to the presence of long term trend seasonal and cyclical fluctuations and random noise the performance of lstm is highly dependent on choice of several hyperparameters which need to be chosen very carefully in order to get good results being a relatively new model there are no established guidelines for configuring lstm in this paper this research gap was addressed a dataset was created from the indian stock market and an lstm model was developed for it it was then optimized by comparing stateless and stateful models and by tuning for the number of hidden layers
10.1186/s40537-020-00333-6,"In the era of big data, deep learning for predicting stock market prices and trends has become even more popular than before. We collected 2 years of data from Chinese stock market and proposed a comprehensive customization of feature engineering and deep learning-based model for predicting price trend of stock markets. The proposed solution is comprehensive as it includes pre-processing of the stock market dataset, utilization of multiple feature engineering techniques, combined with a customized deep learning based system for stock market price trend prediction. We conducted comprehensive evaluations on frequently used machine learning models and conclude that our proposed solution outperforms due to the comprehensive feature engineering that we built. The system achieves overall high accuracy for stock market trend prediction. With the detailed design and evaluation of prediction term lengths, feature engineering, and data pre-processing methods, this work contributes to the stock analysis research community both in the financial and technical domains.",0,in the era of big data deep learning for predicting stock market prices and trends has become even more popular than before we collected years of data from chinese stock market and proposed a comprehensive customization of feature engineering and deep learningbased model for predicting price trend of stock markets the proposed solution is comprehensive as it includes preprocessing of the stock market dataset utilization of multiple feature engineering techniques combined with a customized deep learning based system for stock market price trend prediction we conducted comprehensive evaluations on frequently used machine learning models and conclude that our proposed solution outperforms due to the comprehensive feature engineering that we built the system achieves overall high accuracy for stock market trend prediction with the detailed design and evaluation of prediction term lengths feature engineering and data preprocessing methods this work contributes to the stock analysis research community both in the financial and technical domains
